epsilon,k,size,error_full,error_coreset,error_coreset_smoothed
0.0045,2000,8490,0.3023867139764906,0.6815442017410052,0.7576767434706535
0.0079,2000,5351,0.3023867139764906,0.7395158774929416,0.8279645307674142
0.016,2000,3177,0.3023867139764906,0.7505644241134317,0.7499376134184861
0.0165,2000,3092,0.3023867139764906,0.7158632644552464,0.8059307310428321
0.0194,2000,2851,0.3023867139764906,0.7591962830967258,0.8517629920964938
0.0254,2000,2523,0.3023867139764906,0.7078802273889433,0.8227461998597132
0.0266,2000,2484,0.3023867139764906,0.6919082003499709,0.8262754871992727
0.0328,2000,2340,0.3023867139764906,0.6632949570238079,0.8169369374413267
0.0368,2000,2104,0.3023867139764906,0.6965342567741694,0.814371142635666
0.0369,2000,2124,0.3023867139764906,0.6872989831829162,0.8358369503470312
0.04,2000,2044,0.3023867139764906,0.6798438083913599,0.8231757073495509
0.0045,2000,8300,0.3130245223420204,0.6805295593749393,0.7932014082378004,0.4677656908738114
0.0079,2000,5263,0.3130245223420204,0.7416495479612879,0.8378997908710977,0.47207053278223554
0.016,2000,3127,0.3130245223420204,0.7599965664323831,0.8548261774413276,0.4870899491853579
0.0165,2000,3068,0.3130245223420204,0.7711533816166165,0.9031010950925042,0.49826084656629777
0.0194,2000,2786,0.3130245223420204,0.7250749215530649,0.8821206126016897,0.4913027733999259
0.0254,2000,2512,0.3130245223420204,0.7237726086181286,0.8723093539537963,0.49044411356064155
0.0266,2000,2482,0.3130245223420204,0.7269423160689559,0.8624437889454036,0.47187817149599043
0.0328,2000,2296,0.3130245223420204,0.7293550885250523,0.8404150197680672,0.48166234849365813
0.0368,2000,2060,0.3130245223420204,0.6888319488774154,0.8076638954909185,0.4847947493994319
0.0369,2000,2100,0.3130245223420204,0.706738220250523,0.8040800591984957,0.4862134982879521
0.04,2000,1963,0.3130245223420204,0.682441201679555,0.82170633252193,0.4715184774360564
